id,source,text,tip,sentiment,sarcasm
249,youtube,"Ja ne znam kako ljudi mogu gledati ovo smeće. Odgledao sam prvu sezonu preko kanala RTL2 jer se ovo slavi kao jedno od ""najboljih i najnapetijih ostvarenja balkanske kinematografije"". Očekivao sam nešto wow, nešto moćno, fantastično odglumljeno, vrhunski izrežirano i nevjerojatno napisano... I razočarao sam se unutar prve epizode. Gluma je amaterska i jeftina. Kao da gledam neke jadnike koji pokušavaju ispasti opaki iako nisu ni blizu tome. Da usporedimo to se Ardenom Barjaktarjem u Besi (uvjerljivo superiornijoj srpskoj seriji) koji je svog lika doveo do nevjerojatne kompleksnosti, a iz njega izlazi surova moć i aura straha. Da se sretnem s čovjekom u liftu ja bi se pošteno upiškio. Svi glumci u Južnom vetru preglumljavaju i izigravaju neke macho likove kojima bi se smijao da ih sretnem u stvarnosti. Scenarij je užaasan i spada na najnižije i najjeftinije clichee koje smo već viđali u sličnim akcijiskim i krimi produkcijama raznih zemalja, od SAD-a pa nadalje. Tryhard, edgy, amaterski, a doima se kao da ga je napisao učenik petog razreda osnovne, a ne odrastao kompetentan scenarist. Čak i da se izbaci element da serija glorificira kriminal te je poslužila inspiracija za stvarnu zločinačku scenu, scenarij ne postaje dobar. Glazba je bljutava i jedva sam kroz svaku epizodu prosjedio koliko su mi uši krvarile od nje. Uglavnom, totalno smeće za koje su izdvojeni preveliki novci.",filmovi,-1,1
250,youtube,"Biće biće, jako napeto! Osećam!",filmovi,0,0
251,youtube,"Svaki element projekta je svaki put sve bolji, svaka cast!",filmovi,1,0
252,youtube,"hahha eee sinovci 92% istinske realnosti trenutne prikazuje se kroz FILM! BUM,BUM samo ‍",filmovi,0,0
253,youtube,"Prva epizoda je krenula mnogo komplikovano i glupo,odmah rafali,odmah juriš,odmah akcija,pa ne ide tim redom ,akcija je na kraju",filmovi,-1,0
254,youtube,Jedna od najgorih serija ikada. Za klince je ovo kidanje i najbolje. Ali ovo je totalno smece od serije,filmovi,-1,0
255,youtube,"Brutalna glumačka ekipa, dopada mi se što je uključeno i puno stranaca",filmovi,1,0
256,youtube,Nije ovo Kiosk bre. Övo je firmmaaaa,filmovi,0,1
257,youtube,Nisam srecnik za to Al aj da probam,filmovi,0,1
258,youtube,"Ova serija je fenomenalna moja preporuka da pogledate sve sezone ove serije svaka cast za glumce I reditelja,najbolji glumci reditelji sve je beskonacno dobro svaka cast momci gluma nije lak posao svaka cast i daj boze da snimate jos I da ste svi zivi I zdravi,VOLI VAS CEO SVET",filmovi,1,0
259,youtube,Juzni vetar nema granica ni vreme,filmovi,0,0
260,youtube,Napeta serija zaslužuje veću ocjenu na IMDB!!,filmovi,1,0
261,youtube,Najveća greška je sto serija ne može da se bindžuje,filmovi,0,0
262,youtube,"Kakav god trejler,film,seriju izbacili nikad nemože biti nešto loše.NAJJAČA EKIPA IKAD!!!",filmovi,1,0
263,youtube,Hoce li biti serija ili film?,filmovi,0,0
264,youtube,NAJSTARIJI NAROD SRBI,filmovi,0,1
265,youtube,"U Americi sam Kako ovu seriju da gledam na internetu,mislim legalno? Sta da ukucam,Netflix?",filmovi,-1,1
266,youtube,Ovo parodija John Wicka,filmovi,-1,1
267,youtube,Najstariji narod pjeva,filmovi,0,1
268,youtube,sta gleda ova glupa generacija ??,filmovi,-1,1
269,youtube,57:48 koja je ovo pesma u pozadini,filmovi,0,0
270,youtube,"27:24 , Marina je tu u crvenoj jakni izgledala najbolje..",filmovi,1,0
271,youtube,Maestralno!Žika je jedan od retkih potomaka slavnih glumaca koji je nasledio očev talenat i profesionalno ga dostigao!,filmovi,1,0
272,youtube,"Kakva filmčina naše mladosti, više manje smo točno tako živjeli i točno tako završili :)",filmovi,1,0
273,youtube,"Obozavam ove romanticne pesme od Vampira,najromanticnije su i fenomenalne Pretuzno je da imamo bas malo romanticnih filmova,verovatno je najteze glumiti ljubav,lako je glumiti kriminalca,mafijasa,ratnika,ali glumiti ljubav ne. Ovo je jedan od nasih najboljih ljubavnih filmova,najbolja uloga Nikole Koje,vec 2. deo je losiji nazalost. Milena Pavlovic prirodna devojka,Branka Katic najharizmaticnija nasa glumica ikada,ovo su lepotice,a ne danasnje izvestacene zene koje muskarci smatraju lepima. Poruka filma je sjajna,Nikola ipak bira porodicu i pravu ljubav,a ne devojke za prolazna zadovoljstva na jednu noc.Nazalost,nije ovako u realnosti u kojoj muskarci biraju prolazna zadovoljstva i bitan im je samo fizicki izgled... Zaista fantastican scenario. Gledam film par dana pre Nove godine,srecna svima Nova 2026. godina,volela bih da nasa kinematografija ozivi iz mrtvih,da ponovo snimimo ovako nesto i da se ponovo ceni najvrednija stvar na svetu,a to je ljubav",filmovi,1,1
274,youtube,Ovo je jedan od najboljih filmova ikada u istoriji covecanstva. Ne znam koliko je ljudi svestno toga,filmovi,1,0
275,youtube,"Kultni film, film nase mladosti, pun replika koje i danas koristimo.",filmovi,1,0
276,youtube,"1:22:58 da li neko zna kako se zove ova pesma,nigde ne mogu da je nadjem :(",filmovi,0,0
277,youtube,45:07 Bogdan Diklić ko Dejvid Geta,filmovi,0,1
278,youtube,Nisam ti ja Majka!,filmovi,0,1
279,youtube,Film je glup,filmovi,-1,0
280,youtube,"Filmicina hvala sto si postavio pratim te,gledao sam ga bezbroj puta i nikad ne dosadi sa ovakvom ekipom poz",filmovi,1,0
281,youtube,Dok je Beograd bio grad i dok su šmekeri još uvek postojali,filmovi,0,1
282,youtube,Kako su se beogradjanke nekad izdvajale po svemu aoo...jedva smo cekali da dodje ljeto da dodju na more po svemu jedinstvene su bile izgled oblacenje ponasanje stav hod šarm prica sve...i to se izgubilo skroz nazalost,filmovi,-1,0
283,youtube,"Sećam se da sam te godine gledao dodelu nekakvih filmskih nagrada, i da su sve odneli Anđeli i Crni bombarder. Da, nije bilo nikakvo čudo da se dodeljuju filmske nagrade i da u jednoj godini imamo takva dva ostvarenja. Sad jedva da pravimo bilo šta vredno pažnje...",filmovi,-1,0
284,youtube,Majko mila kakva ljepotica od zene sto glumi Racinu sestru od tetke sto plese sa Nikolom na podijumu,filmovi,0,0
285,youtube,Od svih replika iz Andjela ne može čovek da se odluči koja je najbolja.Sve su vrhunske i dan danas rado ih ponavljam.Hvala Srdjanu Dragojeviću na filmu za večnost,filmovi,1,0
286,youtube,Jedan od posljednjih filmova koje je iznjedrila Jugoslovenska kinematografija. Najbolji vrhunski glumci.,filmovi,1,0
287,youtube,"Glogi….. kakva je to bila glumčina , takvi se više ne radjaju ..",filmovi,1,0
288,youtube,Kakav film.gledao sam ga ne znam koliko puta. I uvek emocije su jake. bravo svima.,filmovi,1,0
289,youtube,Ova Tijana stvarno nervira...,filmovi,-1,0
290,youtube,"Remek - delo...Dragi naš Glogi, nikad prežaljeni, a kamoli prevaziđeni, koliko nam nedostaješ...",filmovi,0,0
291,youtube,"Ja mislim da samo mi Srbi smo ti koji bi radije ostali u svom domu dok padaju bombe, nego trcali u sklonište! Ja sam imala 10 godina kad je ovo bilo, i mene je mama vodila u sklonište, ali ovo kad gledam, i ovu hrabrost, ovaj INAT SRPSKI, dodje mi da zaplačem! Nista jace od INATA!",filmovi,1,0
292,youtube,"Kakva ribica je bila Kaja Žutić...Šteta što se nije razmnožavala, ima odličnu genetiku.",filmovi,1,1
293,youtube,"Celo bombardovanje sam proveo na basketaskom iza srednje skole. Da, mator sam",filmovi,0,1
294,youtube,"Koliko je Ana Sofrenović loša glumica, to boli...",filmovi,-1,1
295,youtube,"Kako god, uvijek nevini nastradaju. Ko rat želio u kući mu bio 24/7",filmovi,-1,1
296,youtube,"Imao sam 17 godina '99 i bilo mi je super. Sad tek, posle toliko godina shvatam šta su nam sotone sa zapada uradile...sve im najgore želim i pocrkali do poslednjeg!",filmovi,-1,1
297,youtube,Top film!porodični i porodične stvari.,filmovi,1,0
298,youtube,Nikad nisam plako kad je film u pitanju osim u ovome mamu vam beogradani al vas volim,filmovi,1,0
299,youtube,"Jest odglumio bosanca, prejako",filmovi,1,0
300,youtube,Serija iz doba smisla,filmovi,1,0
301,youtube,Jedna od boljih,filmovi,1,0
302,youtube,"Kakva serija kako se nekad ovo sa uzivanjem gledalo dok smo bili klinci, kako me vraca u neko lepse vreme",filmovi,1,0
303,youtube,"Najbolja serija snimljena u tom periodu, a slobodno može ući u top 15 posle 2000-tih",filmovi,1,0
304,youtube,"Čoveče,koji flashback",filmovi,1,0
305,youtube,Nemojte razvlaciti sadrzaj snimljen u 4:3 formatu izgleda uzasno,filmovi,-1,0
306,youtube,Plagijat na Bitange i Princeze,filmovi,-1,0
307,youtube,Fenomenalna serija,filmovi,1,0
308,youtube,Jedna od jacih serija,filmovi,1,0
309,youtube,"Bravo kao da je juče bilo, prođe 14 godina..",filmovi,1,0
310,youtube,Nisam znao da glumi Nikola Kojo,filmovi,0,0
311,youtube,"Super serija sem ove smaračice Nikoline, očajna je",filmovi,1,0
312,youtube,Obozavala sam ovu seriju Jel moguce da je ovoliko proslo godina????,filmovi,0,0
313,youtube,Ovo zbog sergeja necu gledati,filmovi,-1,0
314,youtube,"Odlicna serija super glumci ,posebno Kojo meni omiljeni glumac...",filmovi,1,1
315,youtube,Kada počinje serija?,filmovi,0,0
316,youtube,Krivo je more teška je to pjesma JAKOOO,filmovi,0,1
317,youtube,"Jedva čekanjeee predobrih, prelepih i talentovanih glumaca!",filmovi,1,0
318,youtube,Pahuljice jedu samo oni koji neznaju da kuvaju,filmovi,-1,1
319,youtube,"Ala je otpevao na kraju, svaka cast, nije laka pesma..",filmovi,1,0
320,youtube,"Ovu seriju je ubila dužina uvodne špice i ništa više. To je ogroman problem i čudi me da niko nije to prokomentarisao. 3 minuta traje uvodna špica za sitkom?! Neviđen propust, a čini mi se da se to redovno dešava tom reditelju.",filmovi,-1,0
321,youtube,Iznenađujete nas sa serijama u posljednje vrijeme,filmovi,0,1
322,youtube,"Ovo se cekalo, odlicna serija, hvala rtsu na prikazivanju.",filmovi,1,0
323,youtube,Predivna serija,filmovi,1,0
324,youtube,Hvalaa najlepse oboozavam ovu seriju,filmovi,1,0
325,youtube,"Bravo kao da je juče bilo, prođe 15 godina..",filmovi,1,0
326,youtube,Ovu seriju sam gledao na rts 1 nešto malo kod babe i dede kad sam bio mali.i svidela mi se i odlična je.,filmovi,1,0
327,youtube,Anđela..zbog tebe sam zavolio ovu seriju.,filmovi,1,0
328,youtube,Hvala vam što vraćate stare epizode! Već sam se bila uplašila da ih više neće biti. Mnogo volim ovu seriju i ogroman je njen značaj u mom životu.,filmovi,1,0
329,youtube,Kultna serija datog vremena.Neponovljivo,filmovi,1,0
330,youtube,"Legendarna serija,serija mog detinjstva",filmovi,1,0
331,youtube,"Odlično, svaka čast! Samo još jedan predlog, da ubacite prevode za strance, šteta da ovo propuste!",filmovi,1,0
332,youtube,Remasterizujte sveeee! Pliz!,filmovi,0,0
333,youtube,Katarinin nacin odevanja u to vreme je bio sok.Ipak su to bile devedesete.,filmovi,0,0
334,youtube,"Zanimljivo sto posle 8 dana od kad je okacena ova HD verzija ima 139 pregleda, za par meseci kad ljudi pocnu da gledaju to ce biti sigurno mnogo veca brojka. Pozz za produkciju Monte Royal",filmovi,0,0
335,youtube,"Jedina serija 90-ih u kojoj nema psovki,prostakluka. Žao mi je što ne odgledah tada",filmovi,1,0
336,youtube,Samo da se vrati nova sezona i miran sam,filmovi,0,0
337,youtube,Hvala što ste vratili seriju na YouTube,filmovi,1,0
338,youtube,Koliko je iritantan ovaj nalepljeni logo koji veze nema s estetikom serije.,filmovi,-1,0
339,youtube,Da li je moguce da se ubace engleski titlovi?,filmovi,0,0
340,youtube,2024g gledam i sećam se,filmovi,0,0
341,youtube,"Da li postoje neki prevodi ove serije na engleski ili spanski ? Pokušavam godinu dana da je pustim cimerima i nema šanse. Čudno da neko do sada nije napravio. Help. Inače, super za remaster.",filmovi,1,0
342,youtube,"Da li je moguće da su vam u playlisti prve sezone epizode poređane od poslednje ka prvoj? Popravite to. Epizode u playlisti treba da budu od najstarije ka novijim, da bi moglo da se gleda i da lista ima smisla",filmovi,-1,0
343,youtube,24:00 Vi ste geniji!,filmovi,0,0
344,youtube,Mamine replike - vrh dramske umjetnosti!,filmovi,-1,1
345,youtube,Najbolja serija iz 90-ih ikada...,filmovi,1,0
346,youtube,Vesna Trivalic je ovde imala 28 godina,filmovi,0,0
347,youtube,"Izbacite sve epizode molim vas,svaka čast i hvala",filmovi,1,0
348,youtube,"""Da ne bismo ulazili sad u to, ko je ovde lud a ko paranormalan""",filmovi,-1,1
349,youtube,"Hvala ti do neba. A snimak je ne može bolji, konačno da odgledam ponovo.",filmovi,1,0
350,youtube,Delča je zaista bio genije. Kao i Olivera Marković.,filmovi,1,0
351,youtube,"Sećam se kada se pojavila serija. Bio sam jako srećan kada sam video da nisam jedini klinac koji gleda prenose Narodne skupštine. Inače, tada se pojavila i serija ""Srećni ljudi"", koja je bila narodna, a ova serija važila je za mix EKV+Partibrejkersi+Bajaga i instruktori. Da se muzički izrazim. :D",filmovi,1,1
352,youtube,Katarinin monolog je nesto genijalno.,filmovi,1,0
353,youtube,Serija je fenomenalna! Hvala!,filmovi,1,0
354,youtube,"Bravo,serija,glumci sve...a toliko godina prodje",filmovi,1,1
355,youtube,Neprevaziđena Vesna Trivalić ove današnje generacije glumaca da gledaju i da se uče.,filmovi,0,0
356,youtube,Hvala Vam od srca. Izuzetna serija sa humorom koji nikada neće dosaditi.. Samo što ne znaju svi to da cene jer ne mogu taj humor da prepoznaju..,filmovi,1,0
357,youtube,Gledam ga vec 6 put i nije mi se smucilo,filmovi,1,0
358,youtube,Djumruk mu dodje ugljen. Eto znam strani jezik malo.,filmovi,0,1
359,youtube,12:05 rešenje je -pi/2 a ne samo pi/2.,filmovi,0,1
360,youtube,"Film mog detinjstva, a takođe sam zato upisala gimnaziju, a bila sam zaista razočarana što moj razred nije takav al' ajde",filmovi,1,0
361,youtube,Ja sam dete sa 9 godina i ovo mi je omiljen film a moje drugarice ni ne znaju za taj film,filmovi,0,0
362,youtube,Nikad neće biti sabrato ovoliko znastvenih Srba u nekom kulturnom ostvarenju,filmovi,1,0
363,youtube,Ja ovo gledam miliona puta!!!,filmovi,1,0
364,youtube,"Film je zapravo bogato producirana, tendenciozna i patetična laž.",filmovi,-1,0
365,youtube,"A onda je došao ,karadjordje,pašić,ranković,djilas,tito...Posle nikako da se oslobodimo komunista ,pa eto pokojnog Slobe, NVO ,domačih špijuna i naravno,pink,koji su nas odvojili od, tradicije ,istorije ,vrednosti,morala,kulture i lepote življenja.Film za 10.",filmovi,1,1
366,youtube,"Predivni steeee ,haha sve mangup do mangupa .........",filmovi,1,0
367,youtube,Ovo je remek delo ni sam ne znam koliko puta sam ga gledao i svaki put kao da je prvi,filmovi,1,0
368,youtube,Ja sam odusevljena,filmovi,1,0
369,youtube,"Odlican film.Lepo receno i tacno. Samo veliko znanja i cestit rad ostavlja traga. Bez moralnosti ti nema ni temeljnog znanja ,a ni cestitog rada.Moralnost i lepota zivota se uce od malih nogu. Najveci covek prijatelj su zdrava porodica i ucitelji,nastavnici, profesori.",filmovi,1,0
370,youtube,Prekrasan film Podsjeća me na priče mog pokojnog supruga o njegovim gimnazijskim danima Hvala!,filmovi,1,0
371,youtube,Ali osmica simbolizira beskonacnost,filmovi,1,1
372,youtube,Moj najdraži filmm!,filmovi,0,0
373,youtube,Od 1:37:41 do 1:38:19 scena da se naježiš.Film koji nikad neću prestat gledati,filmovi,0,0
374,youtube,Ovde glumi Ivan Bosiijčić profesora muzičkog‍‍‍,filmovi,0,0
375,youtube,"Isus je Put, Istina i Život",filmovi,0,0
376,youtube,A jel izvuko on one ribe ili,filmovi,0,1
377,youtube,Obe verzije ovog filma su odlicne bas kao i glumacke ekipe.,filmovi,1,0
378,youtube,Ti nepogresivi su najveci problem,filmovi,-1,1
379,youtube,"Prekrasna serija , divni glumci ,sa toliko kulture , obozavam ovu seriju ......",filmovi,1,0
380,youtube,"Nekada se pjevala serenade, a sada sere nada",filmovi,-1,1
381,youtube,Mangupski film kao sto profesor kaze...ekipa glumaca je vrhunska da bi Holivud pozavidio .film VRHUNSKI a poenta je najbitnija ....POŠTOVANJE I OBRAZOVANJE,filmovi,1,0
382,youtube,Imam 12 godina a ovo mi je omiljeni film moj čitav razred ga je odgledao nisu sve nove generacije toliko neobrazovane.,filmovi,1,0
383,youtube,"Kakav glumac, neprevazidjeni talenat i umetnik svog života.",filmovi,1,0
384,youtube,Mladici ce povjerovati da im stvarno netko radi o glavi,filmovi,-1,1
385,youtube,"Lepo, ali to je davno prošlo vreme koje se nikada neće vratiti. Treba živeti neke vrednosti danas u današnjim uslovima.",filmovi,0,0
386,youtube,"Neki su pjesnici, a neki su sretni",filmovi,0,1
387,youtube,Nije lako zaljubiti se u ministarsku kcer,filmovi,0,1
388,youtube,Ko gleda u 2024?,filmovi,0,0
389,youtube,"Ja sam 2012 godište i ovo gledam šesti put u godini dana i preporučujem svima da gledaju ovaj film, niko neće zažaliti",filmovi,1,0
390,youtube,ovo je najboji film,filmovi,0,0
391,youtube,"Bravo Za profesora, divnih glumaca koji su odglumili ovu divnu istorijsku generaciju. Smešna, simpatična, lepa sko 10 puta sam to gledala i uvek je zanimljivo. Bravo momci sada već popularni glumci... Naravno još uvek mladi",filmovi,1,1
392,youtube,"Simpatičan film, ali su Ivkova slava ili Zone Zamfirova viši nivo. Cijenim vašu kinematografiju, daleko ste ispred nas, mi smo stali na Tko pjeva zlo ne misli i očito ćemo tu i ostati.",filmovi,1,0
393,youtube,"Koja kultura ,prvo znanje Francuskog jezika drugo prekrasni momci glasom i stasom.....",filmovi,1,0
394,youtube,"Znaj cijeli svijete da diplomirao sam gimnaziju danas, i da su mi oči pune suza od ovog filma",filmovi,0,0
395,youtube,"jedan od nasih najboljih filmova, svaka cast!",filmovi,1,0
396,youtube,"Prelepo, Priča vremena prošlog, Nekada priče iskrene ljubavi behu u, Osmehu, pogledu, dodiru i migu očiju, Beše nekad.......",filmovi,1,0
397,youtube,Ovo film za ljude sa manjim iq ?,filmovi,-1,1
398,youtube,"Demonstration, kako to politicki zvuci",filmovi,0,0
399,youtube,ja sam e u jednom trenutku rasplakala predobar film\serija,filmovi,1,0
400,youtube,"Ovakvih filmova danas ne snimaju..jer je za danasnje vreme popularno gledati svaku izopacenost, nasilje, pornografiju i dr gadosti...a ovakve prelepe osobine casti, vaspitanje porodicno i zajednicka podrska medju drugovima i prijateljima, pa cak i nevini nestasluci vise ne postoje...",filmovi,1,1
401,youtube,Kad Gledam Ovaj Film Uvek Se Rasplacem Na Kraju Dobar Film Za Sve Generacije,filmovi,1,0
402,youtube,Ovo mogu da gledam 1000 puta neće mi dosaditi,filmovi,1,0
403,youtube,Da su nas ovako slali u cosak mozda nam danas nebi bilo coskasto,filmovi,1,1
404,youtube,ovaj je film za sva vremena,filmovi,0,0
405,youtube,"Otužan prijevod, film vrhunski",filmovi,0,0
406,youtube,Meni je nahdraza ona scena u noci kada su milorad i ova devojka ljube na prozoru neznam sto mi je to omiljeno,filmovi,0,0
407,youtube,Kamo lepe srece ovako da razgovaraju danasnji djaci I profesori danas,filmovi,1,1
408,youtube,Moj najdraži film. Sve je predivno. Ne znam koliko puta sam ga odgledala i koliko cu jos puta. I uvijek sam jednako opcinjena.,filmovi,1,0
409,youtube,Ovo je najbolja serija.,filmovi,1,0
410,youtube,Kako divno odlični glumci,filmovi,1,0
411,youtube,"Neko za vreme blokada, živeli studenti i bez predaje",filmovi,1,1
412,youtube,samo što je rešenje trigonometrijske jednačine je - p/2 ne p/2,filmovi,0,1
413,youtube,Ovome je stalno u glavi neprijatelj,filmovi,-1,1
414,youtube,"milina za gledanje, predivan film",filmovi,1,0
415,youtube,Film i serija su remek djelo dragog nam reditelja Zdravka Sotre.Pozdrav od jedne bake,filmovi,1,0
416,youtube,"5+,,dostojanstvo,postovanje,čast,znanje.....trebao bi biti u skolskim programima općeg obrazovanja u zemljama regije!!!",filmovi,1,0
417,youtube,Moj najdraži film,filmovi,1,0
418,youtube,"A sad usporedite Srbiju od 1990.na ovamo, zadnje godine pogotovo - od potomaka ovih dragulja nema nikoga, kao ni potomaka solunskih boraca.",filmovi,1,1
419,youtube,"I nama su pricali da neke stvari moramo znati, pa sada vise ne moramo znati. Dapace",filmovi,-1,1
420,youtube,"Koji glumac prica na pocetku filma. ..poznat mi glas ,a ne mogu odgonetnuti",filmovi,0,0
421,youtube,"Ništa posebno, izvikano. Ovi što pljuju današnje sve, neka krenu od sebe i svoje dece. A ja kao profesor imam dobro iskustvo. Ali nisu biseri za blato. I jadna omladina sa takvim terorom starijih.",filmovi,-1,1
422,youtube,Tada je država bila Sila. A sada je ništa i predsednik je ništa.,filmovi,-1,0
423,youtube,ako ona scena kad je ušao sa frakom i cilindrom nije improvizirana...nemre se takav smijeh odglumit....hahahaha,filmovi,1,1
424,youtube,Moj najdrazi Film,filmovi,0,0
425,youtube,Ovaj gospodin direktor lici na Rasputina boze sacuvaj bas je creepy,filmovi,-1,1
426,youtube,Pametni mladici su kaznili pedanteriju,filmovi,-1,1
427,youtube,ja gledam ovaj film svaki dan i nikad mi nije dosadno,filmovi,-1,0
428,youtube,"Čuješ li ovo Švabo neće ti ovaj oteti Zemun, ja ću",filmovi,0,1
429,youtube,Siler I gde su bili mozda dvije rijetke velicine koje su se voljele...,filmovi,0,0
430,youtube,Fantastičan film - serija,filmovi,1,0
431,youtube,"Kako je lijepo vidjeti kad se snimi lijep film bez golotinje, gluparija i ostalih sranja , nije bitno tko je tko glavno da si čovjek , sve pohvale za film top je",filmovi,1,0
432,youtube,Obozavam ovaj film,filmovi,1,0
433,youtube,Direktore je vise zanimala vlast nego ucenici,filmovi,-1,1
434,youtube,"Slučajno se pustio na YouTubeu ovaj film, odgledao sam ga od početka do kraja. Fantastičan film, humor je na nivou, podsetio sam se i školskih dana.",filmovi,1,0
435,youtube,Trebali bi ga cesto prikazivat u Skolama. Da djeca nauce osnovno ponasanje i postovanje.,filmovi,1,0
436,youtube,Ja kad pogledam ovaj film mi dan bude bolji,filmovi,1,0
437,youtube,"Jako poucan i predivan film, sto puta ga mogu gledati. Wredan pamćenja i gledanja.",filmovi,1,0
438,youtube,"Najbolji film, bravo za sve koji su učestvovali u glumi i reziranju ovog filma",filmovi,1,0
439,youtube,"Nekada su deca imala prave uzore. Danas su to Lukas i Karleusa. Imamo prelep jezik, danas ga mladi ne govore. Sada je tebra, gilje, bleja... Udjes u prodavnicu nazoves boga, ili dobar dan, gledaju te kao da si sa Marsa pao.",filmovi,-1,1
440,youtube,Na kraju zamalo da sam zaplako,filmovi,1,0
441,youtube,Od svih cvijica Jovan je bio najveci,filmovi,1,0
442,youtube,"joj ovog bikovica,ko lutka je",filmovi,1,0
443,youtube,Kako bi zivot bio lep da je više Prof. Vujica i njegovih mangupa na ovoj planeti,filmovi,1,0
444,youtube,Ovaj film je snimljen po istinitom događaju iz 19 veka a današnja generacije ništa ne zna jadno je što je 21 vek danas studenti gledaju kako da blokiraju u mesto da uče,filmovi,-1,0
445,youtube,Onaj kaze vas 4 bicete zapisani a gde u istoriji a najace oni su stvaraoci istorije,filmovi,0,1
446,youtube,"Ne razumem, zašto je kraj filma tako nerealan",filmovi,0,1
447,youtube,Sve mi se čini da će ovo biti mjuzikl umesto filma,filmovi,-1,1
448,youtube,Kraj me razočarao iskreno,filmovi,-1,0
449,youtube,"A gdje se moze Film gledati? Amazone ,Netlix? Super ste",filmovi,1,1
450,youtube,*Najgori film u poslednjih 100 godina*,filmovi,-1,0
451,youtube,"Pa i ne uliva mi previše poverenje trejler. Prva sezona je bila koliko toliko realistična. Mafija, Italija, tenderi, služba. Ovo mi sad deluje kao Holivudsko preterivajje u stilu Ramba i Umri muški filmova i nekih trulih fora koje mogu da kupe klinci iz osnovne škole jedino. Realno klincima samo daj pucnjave i loženje i biće zadovoljni. Znam da je ovo film ali se serija nadovezuje...",filmovi,-1,0
452,youtube,Znaci odma ste upropastili sve al ajde,filmovi,-1,0
453,youtube,"Prepun glupih i dosadnih scena, ocjena 6/10....",filmovi,-1,0
454,youtube,"Sram Vas bilo! Evakuisete ljude posle 30 minuta projekcije sa premijere u Ada Mallu, doslovno ih izbacite napolje, ne obavestite da ce se premijera nastaviti ubrzo i celokupnu pricu oko pozara iskulirate i dovedete glumce da im tapse 15 ljudi u sali! Svaka cast, mnogi nisu to ocekivali!",filmovi,-1,1
455,youtube,Jedno pitanje da li je to film ili je to kao prvi put 3 epizode prve sezone pa sad opet 3 epizode druge sezone?,filmovi,0,0
456,youtube,Pogledao film ima 2 mj. predobar je....,filmovi,0,0
457,youtube,"Ne mogu tu seka persa ekipicu da shvatim i gledam ozbiljno kao neke ""opasne"" likove. Previse mi je smesno ovo. :D",filmovi,-1,1
458,youtube,Ovo ce da ide viral van Srbije,filmovi,1,0
459,youtube,Ako je ko gledo u nek kaze koju informaciju,filmovi,0,0
460,youtube,"Ja ne znam kako ljudi mogu gledati ovaj film i uživati u njemu. Em je scenarij napisan kao da ga je napisao klinac od 12 godina, em je gluma na razini predstava u osnovnim školama, em je režija zaboravljiva i vizualno nezanimljiva, a o groznoj glazbi da i ne pričam. Kombinacija nepotrebne amerikanizacije srpske kinematografije i glorifikiacije kriminala, a dobiva pažnju i popularnost veću od onih koju imaju neki stvarno kvalitetni srpski filmovi i serije.",filmovi,-1,0
461,youtube,Meni je najjace svadjanje u chetu hhahaha,filmovi,0,1
462,youtube,"Ovo za ovu đecu film,da se malo igraju kriminalaca.Bravo majstori pii",filmovi,-1,1
463,youtube,"trejler pola filma spojlovao, druga stvar radnja je nikakva kao 1 epizoda serije, ocekivan kraj i uvod i seriju. film 5 od 10",filmovi,-1,0
464,youtube,Promocija kriminala brzog i kratkog zivota.,filmovi,-1,0
465,youtube,kako da gledam nema bioskopa u mom selu,filmovi,-1,0
466,youtube,"Hahaha meni ovo liči na Janes Bonda, malo su se preigrali sa ovim filmom",filmovi,-1,1
467,youtube,"Jedna od rijetkih serija/filmova koju su pokvarile glavne uloge, mada i pored katastrofalne glume i ovog drugog opet je dobra. Kad bi se nekako mogli isijeći svi dijelovi u kojima se oni pojavljuju bilo bi top, jer su sve ""sporedne"" uloge vrhunski odradile posao sa antologijskim scenama, a ova dvojica su odglumila opasne kriminalce isto dva Micky mausa ...",filmovi,-1,1
468,youtube,"90% sirotinje ovo gleda, 9% ovo živi, 1% ovo kontroliše! Jedno je odgledati film/seriju radi razonode, a drugo je željeti živjeti takav život, a jedina je istina kako trenutno sada živite. Mnogi ljudi su podsvjesno/indirektno upropašteni, jer je filmska industrija utjecala na njihove umove. Nemate dinar u džepu, a propadate duhovno u želji kako da steknete za skupog bmw-a. Pogledajte samo koliko turske serije imaju utjecaja na mlade djevojke, hoćete li da vas lažem? - Znate i sami. Ne kažem da je loše biti imućan, već je loše što se ta vrijednost oduvijek vrednuje, a ne ostale vrijednosti. Koliko je društvo upropašteno, dovoljno vam govori to što se nemoralne pjesme slušaju, gledaju nemoralni filmovi, serije, itd. Vi zapravo još niste shvatili ili ne želite da shvatite, da preko virtuelnog svijeta oni sa vama upravljaju! Morate da imate dobre patike, mnogo para, markiranu odjeću, dobra auta, dobar stan itd. A o storijima da i ne govorim, šta ste radili, gdje ste bili, šta ste jeli/pili. Veoma čudan svijet, u kojem će iskrenost, ljubav, ono iskonski što je u nama - brzo da iščezne. Sve se vrti oko moći i novca, a oni koji su sve ovo napravili nije im to ništa u cilju kao što je 'kontrola'. Kada osjetite ili doživite ovo o čemu sam vam govorio, sjetit ćete se mene. Srdačno vas pozdravljam, hvala!",filmovi,-1,1
469,youtube,Najgori domaći film svih vremena.,filmovi,-1,0
