id,source,text,tip,sentiment,sarcasm
sr-00314,youtube,Kako da nadjem tu seriju,filmovi,0,0
sr-00315,youtube,Super što ste ubacili žene u radnju.,filmovi,-1,1
sr-00316,youtube,"Jel moze da mi neko kaze neku stranicu, gde mogu na internetu da gledam seriju..",filmovi,0,0
sr-00318,youtube,Trejler je super nemogu da docekam film,filmovi,1,0
sr-00324,youtube,"Šta mogu reći osim da film predstavlja realnost ili beogradski gas , gde je gudra postala trend. Ako nam čovek na čelu države dozvoljava da ovo ide na tv-u , znači da se i sam pali na kriminal .",filmovi,-1,1
sr-00325,youtube,"Previse nasilja u seriji,kakav primer dajete omladini?Reditelje i glumce novcano kazniti debelo!",filmovi,-1,0
sr-00327,youtube,"Dva Holivudska glumca doveli,svaka im cast. Dejvid Boldvil je onaj bez naocara",filmovi,0,1
sr-00329,youtube,"Gledam turske krimi serije.. . Tek sad vidim koliko je nasa gluma ""losa""...",filmovi,-1,0
sr-00336,youtube,Gdje se moze ovo gledat iz pocetka ???,filmovi,0,0
sr-00340,youtube,Ova dva Amerikanca nemaju posla u svojoj državi pa su došli ovde.,filmovi,-1,1
sr-00343,youtube,Dal ce se prikazivati serija i na RTS SVET?,filmovi,0,0
sr-00344,youtube,"Ja ne znam kako ljudi mogu gledati ovo smeće. Odgledao sam prvu sezonu preko kanala RTL2 jer se ovo slavi kao jedno od ""najboljih i najnapetijih ostvarenja balkanske kinematografije"". Očekivao sam nešto wow, nešto moćno, fantastično odglumljeno, vrhunski izrežirano i nevjerojatno napisano... I razočarao sam se unutar prve epizode. Gluma je amaterska i jeftina. Kao da gledam neke jadnike koji pokušavaju ispasti opaki iako nisu ni blizu tome. Da usporedimo to se Ardenom Barjaktarjem u Besi (uvjerljivo superiornijoj srpskoj seriji) koji je svog lika doveo do nevjerojatne kompleksnosti, a iz njega izlazi surova moć i aura straha. Da se sretnem s čovjekom u liftu ja bi se pošteno upiškio. Svi glumci u Južnom vetru preglumljavaju i izigravaju neke macho likove kojima bi se smijao da ih sretnem u stvarnosti. Scenarij je užaasan i spada na najnižije i najjeftinije clichee koje smo već viđali u sličnim akcijiskim i krimi produkcijama raznih zemalja, od SAD-a pa nadalje. Tryhard, edgy, amaterski, a doima se kao da ga je napisao učenik petog razreda osnovne, a ne odrastao kompetentan scenarist. Čak i da se izbaci element da serija glorificira kriminal te je poslužila inspiracija za stvarnu zločinačku scenu, scenarij ne postaje dobar. Glazba je bljutava i jedva sam kroz svaku epizodu prosjedio koliko su mi uši krvarile od nje. Uglavnom, totalno smeće za koje su izdvojeni preveliki novci.",filmovi,-1,1
sr-00353,youtube,"Biće biće, jako napeto! Osećam!",filmovi,0,0
sr-00356,youtube,"Svaki element projekta je svaki put sve bolji, svaka cast!",filmovi,1,0
sr-00360,youtube,"hahha eee sinovci 92% istinske realnosti trenutne prikazuje se kroz FILM! BUM,BUM samo ‍",filmovi,0,0
sr-00364,youtube,"Prva epizoda je krenula mnogo komplikovano i glupo,odmah rafali,odmah juriš,odmah akcija,pa ne ide tim redom ,akcija je na kraju",filmovi,-1,0
sr-00365,youtube,Jedna od najgorih serija ikada. Za klince je ovo kidanje i najbolje. Ali ovo je totalno smece od serije,filmovi,-1,0
sr-00368,youtube,"Brutalna glumačka ekipa, dopada mi se što je uključeno i puno stranaca",filmovi,1,0
sr-00375,youtube,Nije ovo Kiosk bre. Övo je firmmaaaa,filmovi,0,1
sr-00379,youtube,Nisam srecnik za to Al aj da probam,filmovi,0,1
sr-00380,youtube,"Ova serija je fenomenalna moja preporuka da pogledate sve sezone ove serije svaka cast za glumce I reditelja,najbolji glumci reditelji sve je beskonacno dobro svaka cast momci gluma nije lak posao svaka cast i daj boze da snimate jos I da ste svi zivi I zdravi,VOLI VAS CEO SVET",filmovi,1,0
sr-00382,youtube,Juzni vetar nema granica ni vreme,filmovi,0,0
sr-00385,youtube,Napeta serija zaslužuje veću ocjenu na IMDB!!,filmovi,1,0
sr-00386,youtube,Najveća greška je sto serija ne može da se bindžuje,filmovi,0,0
sr-00388,youtube,"Kakav god trejler,film,seriju izbacili nikad nemože biti nešto loše.NAJJAČA EKIPA IKAD!!!",filmovi,1,0
sr-00392,youtube,Hoce li biti serija ili film?,filmovi,0,0
sr-00401,youtube,NAJSTARIJI NAROD SRBI,filmovi,0,1
sr-00402,youtube,"U Americi sam Kako ovu seriju da gledam na internetu,mislim legalno? Sta da ukucam,Netflix?",filmovi,-1,1
sr-00405,youtube,Ovo parodija John Wicka,filmovi,-1,1
sr-00406,youtube,Najstariji narod pjeva ,filmovi,0,1
sr-00411,youtube,sta gleda ova glupa generacija ??,filmovi,-1,1
sr-00412,youtube,57:48 koja je ovo pesma u pozadini,filmovi,0,0
sr-00414,youtube,"27:24 , Marina je tu u crvenoj jakni izgledala najbolje..",filmovi,1,0
sr-00415,youtube,Maestralno!Žika je jedan od retkih potomaka slavnih glumaca koji je nasledio očev talenat i profesionalno ga dostigao!,filmovi,1,0
sr-00416,youtube,"Kakva filmčina naše mladosti, više manje smo točno tako živjeli i točno tako završili :)",filmovi,1,0
sr-00418,youtube,"Obozavam ove romanticne pesme od Vampira,najromanticnije su i fenomenalne Pretuzno je da imamo bas malo romanticnih filmova,verovatno je najteze glumiti ljubav,lako je glumiti kriminalca,mafijasa,ratnika,ali glumiti ljubav ne. Ovo je jedan od nasih najboljih ljubavnih filmova,najbolja uloga Nikole Koje,vec 2. deo je losiji nazalost. Milena Pavlovic prirodna devojka,Branka Katic najharizmaticnija nasa glumica ikada,ovo su lepotice,a ne danasnje izvestacene zene koje muskarci smatraju lepima. Poruka filma je sjajna,Nikola ipak bira porodicu i pravu ljubav,a ne devojke za prolazna zadovoljstva na jednu noc.Nazalost,nije ovako u realnosti u kojoj muskarci biraju prolazna zadovoljstva i bitan im je samo fizicki izgled... Zaista fantastican scenario. Gledam film par dana pre Nove godine,srecna svima Nova 2026. godina,volela bih da nasa kinematografija ozivi iz mrtvih,da ponovo snimimo ovako nesto i da se ponovo ceni najvrednija stvar na svetu,a to je ljubav",filmovi,1,1
sr-00421,youtube,Ovo je jedan od najboljih filmova ikada u istoriji covecanstva. Ne znam koliko je ljudi svestno toga,filmovi,1,0
sr-00422,youtube,"Kultni film, film nase mladosti, pun replika koje i danas koristimo.",filmovi,1,0
sr-00424,youtube,"1:22:58 da li neko zna kako se zove ova pesma,nigde ne mogu da je nadjem :(",filmovi,0,0
sr-00427,youtube,45:07 Bogdan Diklić ko Dejvid Geta,filmovi,0,1
sr-00428,youtube,Nisam ti ja Majka!,filmovi,0,1
sr-00429,youtube,Film je glup,filmovi,-1,0
sr-00431,youtube,"Filmicina hvala sto si postavio pratim te,gledao sam ga bezbroj puta i nikad ne dosadi sa ovakvom ekipom poz",filmovi,1,0
sr-00435,youtube,Dok je Beograd bio grad i dok su šmekeri još uvek postojali,filmovi,0,1
sr-00436,youtube,Kako su se beogradjanke nekad izdvajale po svemu aoo...jedva smo cekali da dodje ljeto da dodju na more po svemu jedinstvene su bile izgled oblacenje ponasanje stav hod šarm prica sve...i to se izgubilo skroz nazalost,filmovi,-1,0
sr-00437,youtube,"Sećam se da sam te godine gledao dodelu nekakvih filmskih nagrada, i da su sve odneli Anđeli i Crni bombarder. Da, nije bilo nikakvo čudo da se dodeljuju filmske nagrade i da u jednoj godini imamo takva dva ostvarenja. Sad jedva da pravimo bilo šta vredno pažnje...",filmovi,-1,0
sr-00442,youtube,Majko mila kakva ljepotica od zene sto glumi Racinu sestru od tetke sto plese sa Nikolom na podijumu,filmovi,0,0
sr-00443,youtube,Od svih replika iz Andjela ne može čovek da se odluči koja je najbolja.Sve su vrhunske i dan danas rado ih ponavljam.Hvala Srdjanu Dragojeviću na filmu za večnost,filmovi,1,0
sr-00445,youtube,Jedan od posljednjih filmova koje je iznjedrila Jugoslovenska kinematografija. Najbolji vrhunski glumci.,filmovi,1,0
sr-00447,youtube,"Glogi….. kakva je to bila glumčina , takvi se više ne radjaju ..",filmovi,1,0
sr-00449,youtube,Kakav film.gledao sam ga ne znam koliko puta. I uvek emocije su jake. bravo svima.,filmovi,1,0
sr-00450,youtube,Ova Tijana stvarno nervira...,filmovi,-1,0
sr-00451,youtube,"Remek - delo...Dragi naš Glogi, nikad prežaljeni, a kamoli prevaziđeni, koliko nam nedostaješ...",filmovi,0,0
sr-00452,youtube,"Ja mislim da samo mi Srbi smo ti koji bi radije ostali u svom domu dok padaju bombe, nego trcali u sklonište! Ja sam imala 10 godina kad je ovo bilo, i mene je mama vodila u sklonište, ali ovo kad gledam, i ovu hrabrost, ovaj INAT SRPSKI, dodje mi da zaplačem! Nista jace od INATA!",filmovi,1,0
sr-00453,youtube,"Kakva ribica je bila Kaja Žutić...Šteta što se nije razmnožavala, ima odličnu genetiku.",filmovi,1,1
sr-00454,youtube,"Celo bombardovanje sam proveo na basketaskom iza srednje skole. Da, mator sam",filmovi,0,1
sr-00458,youtube,"Koliko je Ana Sofrenović loša glumica, to boli...",filmovi,-1,1
sr-00459,youtube,"Kako god, uvijek nevini nastradaju. Ko rat želio u kući mu bio 24/7",filmovi,-1,1
sr-00460,youtube,"Imao sam 17 godina '99 i bilo mi je super. Sad tek, posle toliko godina shvatam šta su nam sotone sa zapada uradile...sve im najgore želim i pocrkali do poslednjeg!",filmovi,-1,1
sr-00461,youtube,Top film!porodični i porodične stvari.,filmovi,1,0
sr-00462,youtube,Nikad nisam plako kad je film u pitanju osim u ovome mamu vam beogradani al vas volim,filmovi,1,0
sr-00463,youtube,"Jest odglumio bosanca, prejako",filmovi,1,0
sr-00464,youtube,Serija iz doba smisla,filmovi,1,0
sr-00466,youtube,Jedna od boljih,filmovi,1,0
sr-00467,youtube,"Kakva serija kako se nekad ovo sa uzivanjem gledalo dok smo bili klinci, kako me vraca u neko lepse vreme",filmovi,1,0
sr-00468,youtube,"Najbolja serija snimljena u tom periodu, a slobodno može ući u top 15 posle 2000-tih",filmovi,1,0
sr-00469,youtube,"Čoveče,koji flashback",filmovi,1,0
sr-00470,youtube,Nemojte razvlaciti sadrzaj snimljen u 4:3 formatu izgleda uzasno,filmovi,-1,0
sr-00471,youtube,Plagijat na Bitange i Princeze,filmovi,-1,0
sr-00472,youtube,Fenomenalna serija,filmovi,1,0
sr-00473,youtube,Jedna od jacih serija,filmovi,1,0
sr-00474,youtube,"Bravo kao da je juče bilo, prođe 14 godina..",filmovi,1,0
sr-00475,youtube,Nisam znao da glumi Nikola Kojo,filmovi,0,0
sr-00476,youtube,"Super serija sem ove smaračice Nikoline, očajna je",filmovi,1,0
sr-00477,youtube,Obozavala sam ovu seriju Jel moguce da je ovoliko proslo godina????,filmovi,0,0
sr-00478,youtube,Ovo zbog sergeja necu gledati,filmovi,-1,0
sr-00479,youtube,"Odlicna serija super glumci ,posebno Kojo meni omiljeni glumac...",filmovi,1,1
sr-00480,youtube,Kada počinje serija?,filmovi,0,0
sr-00481,youtube,Krivo je more teška je to pjesma JAKOOO,filmovi,0,1
sr-00482,youtube,"Jedva čekanjeee predobrih, prelepih i talentovanih glumaca!",filmovi,1,0
sr-00483,youtube,Pahuljice jedu samo oni koji neznaju da kuvaju,filmovi,-1,1
sr-00484,youtube,"Ala je otpevao na kraju, svaka cast, nije laka pesma..",filmovi,1,0
sr-00485,youtube,"Ovu seriju je ubila dužina uvodne špice i ništa više. To je ogroman problem i čudi me da niko nije to prokomentarisao. 3 minuta traje uvodna špica za sitkom?! Neviđen propust, a čini mi se da se to redovno dešava tom reditelju.",filmovi,-1,0
sr-00486,youtube,Iznenađujete nas sa serijama u posljednje vrijeme,filmovi,0,1
sr-00487,youtube,"Ovo se cekalo, odlicna serija, hvala rtsu na prikazivanju.",filmovi,1,0
sr-00488,youtube,Predivna serija,filmovi,1,0
sr-00489,youtube,Hvalaa najlepse oboozavam ovu seriju,filmovi,1,0
sr-00490,youtube,"Bravo kao da je juče bilo, prođe 15 godina..",filmovi,1,0
sr-00491,youtube,Ovu seriju sam gledao na rts 1 nešto malo kod babe i dede kad sam bio mali.i svidela mi se i odlična je.,filmovi,1,0
sr-00492,youtube,Anđela..zbog tebe sam zavolio ovu seriju.,filmovi,1,0
sr-00493,youtube,Hvala vam što vraćate stare epizode! Već sam se bila uplašila da ih više neće biti. Mnogo volim ovu seriju i ogroman je njen značaj u mom životu.,filmovi,1,0
sr-00494,youtube,Kultna serija datog vremena.Neponovljivo,filmovi,1,0
sr-00495,youtube,"Legendarna serija,serija mog detinjstva",filmovi,1,0
sr-00496,youtube,"Odlično, svaka čast! Samo još jedan predlog, da ubacite prevode za strance, šteta da ovo propuste!",filmovi,1,0
sr-00497,youtube,Remasterizujte sveeee! Pliz!,filmovi,0,0
sr-00499,youtube,Katarinin nacin odevanja u to vreme je bio sok.Ipak su to bile devedesete.,filmovi,0,0
sr-00500,youtube,"Zanimljivo sto posle 8 dana od kad je okacena ova HD verzija ima 139 pregleda, za par meseci kad ljudi pocnu da gledaju to ce biti sigurno mnogo veca brojka. Pozz za produkciju Monte Royal",filmovi,0,0
sr-00501,youtube,"Jedina serija 90-ih u kojoj nema psovki,prostakluka. Žao mi je što ne odgledah tada",filmovi,1,0
sr-00502,youtube,Samo da se vrati nova sezona i miran sam,filmovi,0,0
sr-00503,youtube,Hvala što ste vratili seriju na YouTube,filmovi,1,0
sr-00504,youtube,Koliko je iritantan ovaj nalepljeni logo koji veze nema s estetikom serije.,filmovi,-1,0
sr-00506,youtube,Da li je moguce da se ubace engleski titlovi?,filmovi,0,0
sr-00507,youtube,2024g gledam i sećam se,filmovi,0,0
sr-00508,youtube,"Da li postoje neki prevodi ove serije na engleski ili spanski ? Pokušavam godinu dana da je pustim cimerima i nema šanse. Čudno da neko do sada nije napravio. Help. Inače, super za remaster.",filmovi,1,0
sr-00509,youtube,"Da li je moguće da su vam u playlisti prve sezone epizode poređane od poslednje ka prvoj? Popravite to. Epizode u playlisti treba da budu od najstarije ka novijim, da bi moglo da se gleda i da lista ima smisla",filmovi,-1,0
sr-00510,youtube,24:00 Vi ste geniji!,filmovi,0,0
sr-00511,youtube,Mamine replike - vrh dramske umjetnosti!,filmovi,-1,1
sr-00512,youtube,Najbolja serija iz 90-ih ikada...,filmovi,1,0
sr-00513,youtube,Vesna Trivalic je ovde imala 28 godina,filmovi,0,0
sr-00514,youtube,"Izbacite sve epizode molim vas,svaka čast i hvala",filmovi,1,0
sr-00515,youtube,"""Da ne bismo ulazili sad u to, ko je ovde lud a ko paranormalan""",filmovi,-1,1
sr-00516,youtube,"Hvala ti do neba. A snimak je ne može bolji, konačno da odgledam ponovo.",filmovi,1,0
sr-00517,youtube,Delča je zaista bio genije. Kao i Olivera Marković.,filmovi,1,0
sr-00518,youtube,"Sećam se kada se pojavila serija. Bio sam jako srećan kada sam video da nisam jedini klinac koji gleda prenose Narodne skupštine. Inače, tada se pojavila i serija ""Srećni ljudi"", koja je bila narodna, a ova serija važila je za mix EKV+Partibrejkersi+Bajaga i instruktori. Da se muzički izrazim. :D",filmovi,1,1
sr-00519,youtube,Katarinin monolog je nesto genijalno.,filmovi,1,0
sr-00520,youtube,Serija je fenomenalna! Hvala!,filmovi,1,0
sr-00521,youtube,"Bravo,serija,glumci sve...a toliko godina prodje",filmovi,1,1
sr-00522,youtube,Neprevaziđena Vesna Trivalić ove današnje generacije glumaca da gledaju i da se uče.,filmovi,0,0
sr-00523,youtube,Hvala Vam od srca. Izuzetna serija sa humorom koji nikada neće dosaditi.. Samo što ne znaju svi to da cene jer ne mogu taj humor da prepoznaju..,filmovi,1,0
sr-00524,youtube,Gledam ga vec 6 put i nije mi se smucilo,filmovi,1,0
sr-00525,youtube,Djumruk mu dodje ugljen. Eto znam strani jezik malo.,filmovi,0,1
sr-00526,youtube,12:05 rešenje je -pi/2 a ne samo pi/2.,filmovi,0,1
sr-00527,youtube,"Film mog detinjstva, a takođe sam zato upisala gimnaziju, a bila sam zaista razočarana što moj razred nije takav al' ajde",filmovi,1,0
sr-00528,youtube,Ja sam dete sa 9 godina i ovo mi je omiljen film a moje drugarice ni ne znaju za taj film,filmovi,0,0
sr-00530,youtube,Nikad neće biti sabrato ovoliko znastvenih Srba u nekom kulturnom ostvarenju,filmovi,1,0
sr-00533,youtube,Ja ovo gledam miliona puta!!!,filmovi,1,0
sr-00534,youtube,"Film je zapravo bogato producirana, tendenciozna i patetična laž.",filmovi,-1,0
sr-00535,youtube,"A onda je došao ,karadjordje,pašić,ranković,djilas,tito...Posle nikako da se oslobodimo komunista ,pa eto pokojnog Slobe, NVO ,domačih špijuna i naravno,pink,koji su nas odvojili od, tradicije ,istorije ,vrednosti,morala,kulture i lepote življenja.Film za 10.",filmovi,1,1
sr-00536,youtube,"Predivni steeee ,haha sve mangup do mangupa .........",filmovi,1,0
sr-00538,youtube,Ovo je remek delo ni sam ne znam koliko puta sam ga gledao i svaki put kao da je prvi,filmovi,1,0
sr-00539,youtube,Ja sam odusevljena,filmovi,1,0
sr-00541,youtube,"Odlican film.Lepo receno i tacno. Samo veliko znanja i cestit rad ostavlja traga. Bez moralnosti ti nema ni temeljnog znanja ,a ni cestitog rada.Moralnost i lepota zivota se uce od malih nogu. Najveci covek prijatelj su zdrava porodica i ucitelji,nastavnici, profesori.",filmovi,1,0
sr-00542,youtube,Prekrasan film Podsjeća me na priče mog pokojnog supruga o njegovim gimnazijskim danima Hvala!,filmovi,1,0
sr-00543,youtube,Ali osmica simbolizira beskonacnost,filmovi,1,1
sr-00544,youtube,Moj najdraži filmm!,filmovi,0,0
sr-00545,youtube,Od 1:37:41 do 1:38:19 scena da se naježiš.Film koji nikad neću prestat gledati,filmovi,0,0
sr-00546,youtube,Ovde glumi Ivan Bosiijčić profesora muzičkog‍‍‍,filmovi,0,0
sr-00547,youtube,"Isus je Put, Istina i Život",filmovi,0,0
sr-00548,youtube,A jel izvuko on one ribe ili,filmovi,0,1
sr-00549,youtube,Obe verzije ovog filma su odlicne bas kao i glumacke ekipe.,filmovi,1,0
sr-00550,youtube,Ti nepogresivi su najveci problem,filmovi,-1,1
sr-00553,youtube,"Prekrasna serija , divni glumci ,sa toliko kulture , obozavam ovu seriju ......",filmovi,1,0
sr-00554,youtube,"Nekada se pjevala serenade, a sada sere nada",filmovi,-1,1
sr-00555,youtube,Mangupski film kao sto profesor kaze...ekipa glumaca je vrhunska da bi Holivud pozavidio .film VRHUNSKI a poenta je najbitnija ....POŠTOVANJE I OBRAZOVANJE,filmovi,1,0
sr-00556,youtube,Imam 12 godina a ovo mi je omiljeni film moj čitav razred ga je odgledao nisu sve nove generacije toliko neobrazovane.,filmovi,1,0
sr-00557,youtube,"Kakav glumac, neprevazidjeni talenat i umetnik svog života.",filmovi,1,0
sr-00558,youtube,Mladici ce povjerovati da im stvarno netko radi o glavi,filmovi,-1,1
sr-00559,youtube,"Lepo, ali to je davno prošlo vreme koje se nikada neće vratiti. Treba živeti neke vrednosti danas u današnjim uslovima.",filmovi,0,0
sr-00560,youtube,"Neki su pjesnici, a neki su sretni",filmovi,0,1
sr-00561,youtube,Nije lako zaljubiti se u ministarsku kcer,filmovi,0,1
sr-00562,youtube,Ko gleda u 2024?,filmovi,0,0
sr-00563,youtube,"Ja sam 2012 godište i ovo gledam šesti put u godini dana i preporučujem svima da gledaju ovaj film, niko neće zažaliti",filmovi,1,0
sr-00564,youtube,ovo je najboji film,filmovi,0,0
sr-00565,youtube,"Bravo Za profesora, divnih glumaca koji su odglumili ovu divnu istorijsku generaciju. Smešna, simpatična, lepa sko 10 puta sam to gledala i uvek je zanimljivo. Bravo momci sada već popularni glumci... Naravno još uvek mladi",filmovi,1,1
sr-00566,youtube,"Simpatičan film, ali su Ivkova slava ili Zone Zamfirova viši nivo. Cijenim vašu kinematografiju, daleko ste ispred nas, mi smo stali na Tko pjeva zlo ne misli i očito ćemo tu i ostati.",filmovi,1,0
sr-00567,youtube,"Koja kultura ,prvo znanje Francuskog jezika drugo prekrasni momci glasom i stasom.....",filmovi,1,0
sr-00568,youtube,"Znaj cijeli svijete da diplomirao sam gimnaziju danas, i da su mi oči pune suza od ovog filma",filmovi,0,0
sr-00570,youtube,"jedan od nasih najboljih filmova, svaka cast!",filmovi,1,0
sr-00571,youtube,"Prelepo, Priča vremena prošlog, Nekada priče iskrene ljubavi behu u, Osmehu, pogledu, dodiru i migu očiju, Beše nekad.......",filmovi,1,0
sr-00572,youtube,Ovo film za ljude sa manjim iq ?,filmovi,-1,1
sr-00574,youtube,"Demonstration, kako to politicki zvuci",filmovi,0,0
sr-00575,youtube,ja sam e u jednom trenutku rasplakala predobar film\serija,filmovi,1,0
sr-00577,youtube,"Ovakvih filmova danas ne snimaju..jer je za danasnje vreme popularno gledati svaku izopacenost, nasilje, pornografiju i dr gadosti...a ovakve prelepe osobine casti, vaspitanje porodicno i zajednicka podrska medju drugovima i prijateljima, pa cak i nevini nestasluci vise ne postoje...",filmovi,1,1
sr-00578,youtube,Kad Gledam Ovaj Film Uvek Se Rasplacem Na Kraju Dobar Film Za Sve Generacije,filmovi,1,0
sr-00581,youtube,Ovo mogu da gledam 1000 puta neće mi dosaditi,filmovi,1,0
sr-00582,youtube,Da su nas ovako slali u cosak mozda nam danas nebi bilo coskasto,filmovi,1,1
sr-00583,youtube,ovaj je film za sva vremena,filmovi,0,0
sr-00584,youtube,"Otužan prijevod, film vrhunski",filmovi,0,0
sr-00585,youtube,Meni je nahdraza ona scena u noci kada su milorad i ova devojka ljube na prozoru neznam sto mi je to omiljeno,filmovi,0,0
sr-00586,youtube,Kamo lepe srece ovako da razgovaraju danasnji djaci I profesori danas,filmovi,1,1
sr-00588,youtube,Moj najdraži film. Sve je predivno. Ne znam koliko puta sam ga odgledala i koliko cu jos puta. I uvijek sam jednako opcinjena.,filmovi,1,0
sr-00590,youtube,Ovo je najbolja serija.,filmovi,1,0
sr-00591,youtube,Kako divno odlični glumci,filmovi,1,0
sr-00593,youtube,"Neko za vreme blokada, živeli studenti i bez predaje",filmovi,1,1
sr-00594,youtube,samo što je rešenje trigonometrijske jednačine je - p/2 ne p/2,filmovi,0,1
sr-00595,youtube,Ovome je stalno u glavi neprijatelj,filmovi,-1,1
sr-00596,youtube,"milina za gledanje, predivan film",filmovi,1,0
sr-00597,youtube,Film i serija su remek djelo dragog nam reditelja Zdravka Sotre.Pozdrav od jedne bake,filmovi,1,0
sr-00598,youtube,"5+,,dostojanstvo,postovanje,čast,znanje.....trebao bi biti u skolskim programima općeg obrazovanja u zemljama regije!!!",filmovi,1,0
sr-00599,youtube,Moj najdraži film,filmovi,1,0
sr-00601,youtube,"A sad usporedite Srbiju od 1990.na ovamo, zadnje godine pogotovo - od potomaka ovih dragulja nema nikoga, kao ni potomaka solunskih boraca.",filmovi,1,1
sr-00602,youtube,"I nama su pricali da neke stvari moramo znati, pa sada vise ne moramo znati. Dapace",filmovi,-1,1
sr-00603,youtube,"Koji glumac prica na pocetku filma. ..poznat mi glas ,a ne mogu odgonetnuti",filmovi,0,0
sr-00604,youtube,"Ništa posebno, izvikano. Ovi što pljuju današnje sve, neka krenu od sebe i svoje dece. A ja kao profesor imam dobro iskustvo. Ali nisu biseri za blato. I jadna omladina sa takvim terorom starijih.",filmovi,-1,1
sr-00605,youtube,Tada je država bila Sila. A sada je ništa i predsednik je ništa.,filmovi,-1,0
sr-00608,youtube,ako ona scena kad je ušao sa frakom i cilindrom nije improvizirana...nemre se takav smijeh odglumit....hahahaha,filmovi,1,1
sr-00610,youtube,Moj najdrazi Film,filmovi,0,0
sr-00613,youtube,Ovaj gospodin direktor lici na Rasputina boze sacuvaj bas je creepy,filmovi,-1,1
sr-00614,youtube,Pametni mladici su kaznili pedanteriju,filmovi,-1,1
sr-00615,youtube,ja gledam ovaj film svaki dan i nikad mi nije dosadno,filmovi,-1,0
sr-00616,youtube,"Čuješ li ovo Švabo neće ti ovaj oteti Zemun, ja ću",filmovi,0,1
sr-00618,youtube,Siler I gde su bili mozda dvije rijetke velicine koje su se voljele...,filmovi,0,0
sr-00619,youtube,Fantastičan film - serija,filmovi,1,0
sr-00621,youtube,"Kako je lijepo vidjeti kad se snimi lijep film bez golotinje, gluparija i ostalih sranja , nije bitno tko je tko glavno da si čovjek , sve pohvale za film top je",filmovi,1,0
sr-00622,youtube,Obozavam ovaj film,filmovi,1,0
sr-00623,youtube,Direktore je vise zanimala vlast nego ucenici,filmovi,-1,1
sr-00624,youtube,"Slučajno se pustio na YouTubeu ovaj film, odgledao sam ga od početka do kraja. Fantastičan film, humor je na nivou, podsetio sam se i školskih dana.",filmovi,1,0
sr-00625,youtube,Trebali bi ga cesto prikazivat u Skolama. Da djeca nauce osnovno ponasanje i postovanje.,filmovi,1,0
sr-00626,youtube,Ja kad pogledam ovaj film mi dan bude bolji,filmovi,1,0
sr-00629,youtube,"Jako poucan i predivan film, sto puta ga mogu gledati. Wredan pamćenja i gledanja.",filmovi,1,0
sr-00630,youtube,"Najbolji film, bravo za sve koji su učestvovali u glumi i reziranju ovog filma",filmovi,1,0
sr-00631,youtube,"Nekada su deca imala prave uzore. Danas su to Lukas i Karleusa. Imamo prelep jezik, danas ga mladi ne govore. Sada je tebra, gilje, bleja... Udjes u prodavnicu nazoves boga, ili dobar dan, gledaju te kao da si sa Marsa pao.",filmovi,-1,1
sr-00633,youtube,Na kraju zamalo da sam zaplako,filmovi,1,0
sr-00636,youtube,Od svih cvijica Jovan je bio najveci,filmovi,1,0
sr-00638,youtube,"joj ovog bikovica,ko lutka je",filmovi,1,0
sr-00641,youtube,Kako bi zivot bio lep da je više Prof. Vujica i njegovih mangupa na ovoj planeti,filmovi,1,0
sr-00642,youtube,Ovaj film je snimljen po istinitom događaju iz 19 veka a današnja generacije ništa ne zna jadno je što je 21 vek danas studenti gledaju kako da blokiraju u mesto da uče,filmovi,-1,0
sr-00643,youtube,Onaj kaze vas 4 bicete zapisani a gde u istoriji a najace oni su stvaraoci istorije,filmovi,0,1
sr-00646,youtube,"Ne razumem, zašto je kraj filma tako nerealan",filmovi,0,1
sr-00647,youtube,Sve mi se čini da će ovo biti mjuzikl umesto filma,filmovi,-1,1
sr-00652,youtube,Kraj me razočarao iskreno,filmovi,-1,0
sr-00655,youtube,"A gdje se moze Film gledati? Amazone ,Netlix? Super ste",filmovi,1,1
sr-00659,youtube,*Najgori film u poslednjih 100 godina*,filmovi,-1,0
sr-00660,youtube,"Pa i ne uliva mi previše poverenje trejler. Prva sezona je bila koliko toliko realistična. Mafija, Italija, tenderi, služba. Ovo mi sad deluje kao Holivudsko preterivajje u stilu Ramba i Umri muški filmova i nekih trulih fora koje mogu da kupe klinci iz osnovne škole jedino. Realno klincima samo daj pucnjave i loženje i biće zadovoljni. Znam da je ovo film ali se serija nadovezuje...",filmovi,-1,0
sr-00661,youtube,Znaci odma ste upropastili sve al ajde,filmovi,-1,0
sr-00663,youtube,"Prepun glupih i dosadnih scena, ocjena 6/10....",filmovi,-1,0
sr-00665,youtube,"Sram Vas bilo! Evakuisete ljude posle 30 minuta projekcije sa premijere u Ada Mallu, doslovno ih izbacite napolje, ne obavestite da ce se premijera nastaviti ubrzo i celokupnu pricu oko pozara iskulirate i dovedete glumce da im tapse 15 ljudi u sali! Svaka cast, mnogi nisu to ocekivali!",filmovi,-1,1
sr-00670,youtube,Jedno pitanje da li je to film ili je to kao prvi put 3 epizode prve sezone pa sad opet 3 epizode druge sezone?,filmovi,0,0
sr-00671,youtube,Pogledao film ima 2 mj. predobar je....,filmovi,0,0
sr-00672,youtube,"Ne mogu tu seka persa ekipicu da shvatim i gledam ozbiljno kao neke ""opasne"" likove. Previse mi je smesno ovo. :D",filmovi,-1,1
sr-00673,youtube,Ovo ce da ide viral van Srbije,filmovi,1,0
